text,label
My hair was very curly before and is still very curly.,0
"He got to see Niagara Falls much earlier than I did, and I only live a few miles froms there, since birth!",0
Had a upper body CT Scan at 9:30 on the 22nd and was hooked up to first chemo by 12:30 that day.,1
I am 32 and have an 18 mos.,0
Things  should get better when treatment is completed,0
Many that emailed these companies were very satisfied.,0
its the never ending love and show of compassion  I love this site too!!,0
I had the left lower lobe removed and a cancer diagnosis was made after the biopsy of the removed tissue.,0
I was also a smoker for 40 years.,0
I am scheduled for a double Bilaterial elective masectomy on july 8th.,0
May you have a very special day celibrating lots of Love and Laughter with family & friends.,2
i will be sharing this site with my siblings when they visit today.,0
"My logic tells me that the immune system is in overdrive right now, which causes a lot of these symptoms.",0
"In May, '01, at age 67, I was diagnosed with nsclc, stage 3a.",1
They all left because they couldn't talk to you?,0
When I was first diagnosed I thought I only had a few months to live after reading all the statistics.,0
"No matter which state she's in, there they are in the photos.",0
I also recommend a web site called lung cancer support community.,0
I love emedicine because the articles are written by experts in the field.,0
I just want more money for cancer reserch.,0
I have been reassured by two surgeons that it isn't cancer looking but I will get the results of the biopsy on Thursday.,0
They pulled every record and reviewed her treatment.,0
My doc has also prescribed ambien to help me sleep.,0
I am sorry because I just found out today myself.,1
22 lymph nodes were removed and 2 were cancerous.,0
Go on remembering all the good times you shared.,2
I think the post op chemo is the latest method of attack when surgery is an option.,0
I think that people are afraid to bring the subject up.,0
Happy Birthday to you i hope it be filled with Joy.,2
Actually I am writing this just to say Hi and wish you a very nice day Thanks again.,2
I've been keeping a blog since my journey began.,0
"When you talked about the husband, I knew exactly what you were talking about, I had one several years ago and gave it away.",2
The surgeon removed my left upper lung lobe and removed numerous lymph nodes for biopsies.,0
Another possibility is that It is a low grade non small cell lung cancer of some sort.,0
Hoping you will check in with us when you feel like it!,2
A number of people die from malnutrition rather than the cancer.,0
It's my left hand that is killing me.,1
"My back hair was about 1.5 times the length as the rest of my hair ,  when I had it trimmed.",0
We've all been worried and thinking of her a LOT.,1
carcinoma aggressive a/c chemo 33 rad treatments .,0
"I'm not as young as you all, (49), but my mom has SCLC and I feel the same way you guys do.",1
Many people were astounded to find out that non-smokers can get lung cancer!,0
I'll bring hot chocolate and some homemade brownies.,0
"Have not been here for a while, so I am trying to catch up.",0
"You are right, the sooner you get started, the sooner you will be finished with chemo and we will all celebrate with you!",2
"If you have any symptoms that are not normal for you, call the doctor.",0
Both of these were present after one dose of chemo and before radiation.,0
"Biopsy showed one lymph node with 20% involvement, but negative margins.",0
"10, their naughty, I thought about posting them but I'm a little apprehensive, don't want to offend anyone.",0
Go to the best university cancer treatment center you can find and get the best options you can get.,0
More tests will help the doctors figure this out.,0
wow thanks for posting it helps us to keep hoping.,0
I am doing very well and back in remission.,0
He is in hospital now and I am happy he is there as at least someone will be there.,0
I find comfort in this site and want to thank everyone for sharing their journey.,0
Cardiac- Atherosclerotic changes involving the coronary arteries left and circumflex.,0
It has been hard since I am the only one in the primary care situation.,1
sclc can spread so quickly and the brain is one of the areas first affected.,0
"When they got up, I told mom dad didn't get up to go to the bathroom.",0
Had my left stripped 15 years ago and now 50.,0
"Now I'm in such pain I can't wait to get home from work, undress and sit in bed to watch t.v.",1
"however,  I would call your Oncologist or doctor regarding this pain.",0
So glad to see that you are doing better.,2
I had noticed the lymph node involvment in my neck back in April of '09.,0
I never asked a prognosis because I didn't want him to hear like 20% or something.,0
I have been through radiation and 6 weeks of chemo with what was supposed to be Taxol and Carbo for inoperable NSCLC.,0
It shows she is a fighter and isn't going to let this horrible disease defeat her.,2
I can't advise you but I do know what kind of stress you are dealing with.,2
and my daughter has left to run into the arms of her beloved boyfriend.,1
This is actually how we discovered she had cancer.,1
I lost my hair on day 14 first treatment.,1
Im sure you can immerse yourself in all your wonderful memories.Look at your children and smile...,2
But I was just curious if anybody here has ever been diagnosed with a calcified granuloma in their lung.,0
"and fortunately, the just under 2 hour session was very uneventful.",0
I also had a red wrist band on the left arm.,0
"Hello everyone,  My husband has just been dx with transitional cell carcinoma in his kidney.",0
